id,category,fit_score,skill_30,transition_20,compensation_15,access_15,lifestyle_10,upside_10,priority,verification,company,title,location,work_model,hiring_access,salary_status,compensation,link_quality,application_url,source_age_note,why_fit,key_gaps
C106,ADJACENT,82,26,16,10,15,7,8,B,TOOL_SNAPSHOT,Azərşəkər,Satınalmalar və logistika üzrə aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://www.azvak.az/vakansiyalar/satinalma-mutexessisi/14357,"current listing crawled 2 days ago; deadline 2026-08-24; browser check required","End-to-end procurement RFQ/RFP supplier evaluation payment terms contracts and cost optimization align with vendor/P2P/process strengths","Direct strategic sourcing negotiations TCO analysis and logistics ownership are broader than current AP background"
C107,ADJACENT,87,29,18,10,15,7,8,A,TOOL_SNAPSHOT,IRES,Project Requisitioner,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobsearch.az/internship-program/ires-project-requisitioner-148188/vacancies,"published 2026-08-11; deadline around 2026-09-10/11 across current sources; browser check required","Purchase requisitions material requests SAP vendor-payment follow-up buyer/supplier coordination invoicing costs and project close-out map exceptionally well to P2P/AP/SAP experience","Requires 3+ years similar procurement-project role and fluent English; office is about 30 km from Baku centre"
C108,CORE,86,28,16,10,15,7,10,A,TOOL_SNAPSHOT,SCANDENS,Senior Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobsearch.az/vacancies/scandens-senior-accountant-147470,"current JobSearch snapshot; deadline 2026-09-02; browser check required","AP/AR timely payments ERP rollout finance controls audits reporting budgeting and process efficiency overlap strongly and offer senior progression","Heavy Azerbaijan tax/statutory reporting full financial statements production-company experience and Power BI are material gaps"
C109,CORE,88,29,18,10,15,8,8,A,TOOL_SNAPSHOT,Kapital Bank,Hesablaşmalar üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/hesablasmalar-uzre-mutexessis-8064,"published 2026-08-13; deadline 2026-08-27; page crawled current day; browser check required","Bank/partner reconciliations clearing settlements accounting-system knowledge Excel and transaction-control discipline map strongly to AP/reconciliation experience","Direct clearing/banking operations plus SQL and business-level English/Russian are the main gaps"
C110,ADJACENT,84,26,18,10,15,7,8,B,TOOL_SNAPSHOT,PASHA Bank,Maliyyə Texnologiyaları sahəsinin Tarif qrupunun Məhsul üzrə Analitiki,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/maliyye-texnologiyalari-sahesinin-tarif-qrupunun-mehsul-uzre-analitiki-567611890,"published 2026-08-19; deadline 2026-09-18; page crawled yesterday; browser check required","Business requirements technical-spec translation UAT process/workflow optimization documentation data analysis and cross-functional delivery fit ERP/process-improvement strengths","Direct product-analysis/fintech experience and stronger formal project/IT analysis exposure are new"
C111,ADJACENT,86,28,18,10,15,7,8,A,TOOL_SNAPSHOT,Azərbaycan Hava Yolları (AZAL),Satınalmalar idarəsi - Əməliyyat təchizatı üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/azerbaycan-hava-yollari-satinalmalar-idaresi-emeliyyat-techizati-uzre-mutexessis/,"published 2026-08-13; deadline 2026-09-13; page crawled current day; browser check required","Supplier quotations commercial-term review contract/process coordination cost optimization vendor management reporting and procedure compliance map very closely to P2P/vendor work","Requires 2 years direct procurement/supply experience and negotiation/commercial-contract ownership"
C112,ADJACENT,84,27,17,10,15,7,8,B,TOOL_SNAPSHOT,Yalama Agropark,Satınalma üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/yalama-agropark-satinalma-uzre-mutexessis/,"published 2026-08-14; deadline 2026-09-14; browser check required","Local/international supplier work commercial terms payments deliveries ERP preference data analysis and finance/warehouse coordination fit P2P/vendor strengths","Direct sourcing negotiation Incoterms import/logistics/customs ownership and B2 English preference are gaps"
C113,ADJACENT,82,27,17,10,15,6,7,B,TOOL_SNAPSHOT,AMASS MMC,Satınalma üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/satinalma-uzre-mutexessis-14367313,"published 2026-07-14; deadline 2026-08-23; page crawled current day; browser check required","Supplier coordination quotations payment terms purchase orders delivery follow-up Excel and ERP experience align strongly with P2P/vendor operations","2 years direct procurement plus Incoterms/contracts/sourcing negotiation ownership are the main gaps"
C114,ADJACENT,82,25,18,10,15,7,7,B,TOOL_SNAPSHOT,Azərbaycan Hava Yolları (AZAL),Aviatexniki təchizat və materialların idarəedilməsi şöbəsi - Mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/azerbaycan-hava-yollari-aviatexniki-teehizat-ve-materiallarin-idareedilmesi-sobesi-mutexessis/,"published 2026-08-10; deadline 2026-09-10; page crawled 2 days ago; browser check required","Demand collection order registration execution tracking documentation data systematization reporting and controls transfer well from P2P/ERP operations","Aviation-material domain and direct supply/material-management experience are new"
C115,ADJACENT,78,23,17,9,15,7,7,B,TOOL_SNAPSHOT,Azərbaycan Hava Yolları (AZAL),Strategiya və Biznesin İnkişafı - Layihələrin idarə edilməsi üzrə kiçik mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/azerbaycan-hava-yollari-strategiya-ve-biznesin-inkisafi-idar%C9%99si-layih%C9%99l%C9%99rin-idaresi-edilmesi-uzre-kicik-mutexessis/,"published 2026-08-12; deadline 2026-09-12; page crawled yesterday; browser check required","Project documentation plans schedules reporting risk/change tracking stakeholder coordination and analytical monitoring transfer from cross-functional process ownership","Formal project-management experience and Jira/Trello/Monday tools are gaps; junior title may create pay risk"
C116,ADJACENT,78,24,17,8,15,7,7,B,TOOL_SNAPSHOT,METAK LLC,Planlama üzrə kiçik mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://jobu.az/job/metak-planlama-uzre-kicik-mutexessis/,"published 2026-08-11; current snapshot crawled 4 days ago; browser check required","MRP support ERP data updates stock monitoring plan-vs-actual reporting material-demand analysis and cross-functional planning fit ERP/data strengths","Direct manufacturing planning/MRP experience and junior-title compensation risk are the main gaps"
C117,CORE,87,29,18,10,15,8,7,A,TOOL_SNAPSHOT,Express Bank,"Hesablaşmalar departamenti, Müştəri əməliyyatları şöbəsinin mütəxəssisi",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/express-bank-hesablasmalar-departamenti-musteri-emeliyyatlari-sobesinin-mutexessisi-148322,"current JobSearch page crawled last week; deadline 2026-09-12; browser check required","Payment-entry processing, accounting-system postings, document control, internal queries and advanced Excel are a very close transaction-operations bridge from AP and reconciliations","Direct bank customer-operations experience and good English/Russian are the main gaps; salary unknown"
C118,ADJACENT,84,27,17,10,15,7,8,B,TOOL_SNAPSHOT,Carlsberg Azerbaijan,Planning & Delivery Specialist for Raw & Packaging Materials (R&PM),Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/carlsberg-azerbaijan-planning-delivery-specialist-for-raw-packaging-materials-rpm-148252,"current JobSearch page crawled last week; deadline 2026-09-12; browser check required","Purchase orders in ERP, supplier follow-up, invoice/supporting-document checks, inventory monitoring, budget tracking and delivery coordination map strongly to P2P/ERP strengths","Direct production-material planning, import/customs and transport coordination are meaningful gaps"
C119,ADJACENT,83,26,16,10,15,7,9,B,TOOL_SNAPSHOT,PMD Projects LLC,Satınalmalar üzrə aparıcı mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/pmd-projects-llc-satinalmalar-uzre-aparici-mutexessis-148214,"current JobSearch page crawled last week; deadline 2026-09-11; browser check required","Tender/RFQ documentation, procurement-method selection, specifications, stakeholder coordination and structured process controls transfer well from vendor/P2P work","Direct end-to-end tender ownership, sourcing strategy and construction procurement experience are broader than current background"
C120,ADJACENT,82,25,16,10,15,8,8,B,TOOL_SNAPSHOT,Respublika Diaqnostika Mərkəzi,Transformasiya üzrə mütəxəssis,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Interview-based",EXACT,https://classic.jobsearch.az/vacancies/respublika-diaqnostika-merkezi-transformasiya-uzre-mutexessis-147884,"current JobSearch page crawled last week; deadline 2026-09-07; browser check required","Business-process improvement, ERP integration, workflow automation, technical-task coordination and reduction of manual work align strongly with process-automation strengths","Requires 1-3 years direct transformation/IT-project experience and stronger technical integration ownership"
C121,CORE,86,29,18,10,15,8,6,A,TOOL_SNAPSHOT,Caspian Cable Systems,Əməliyyatçı mühasib,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/caspian-cable-systems-emeliyyatci-muhasib-147714,"current JobSearch page crawled last week; deadline 2026-09-05; browser check required","AP/AR settlements, debt control, internet banking, international transfers, invoices/contracts and transaction accounting match current finance-operations work very closely","Local e-invoice/statutory accounting and likely 1C depth are broader; salary unknown"
C122,CORE,82,26,13,11,15,8,9,B,TOOL_SNAPSHOT,Aviation Services Group,Deputy Chief Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/aviation-services-group-deputy-chief-accountant-147703,"current JobSearch page crawled last week; deadline 2026-09-05; browser check required","AP/AR control, reconciliations, month-end, ERP/accounting systems, audit support, expense controls and advanced Excel fit strongly and offer senior progression","Deputy-chief scope, IFRS/statutory/tax depth, PMS mandatory requirement and prior senior-accountant leadership are substantial gaps"
C123,ADJACENT,85,27,17,10,15,8,8,A,TOOL_SNAPSHOT,Aviation Services Group,Cost Controller,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://alljobsinone.com/en/vacancy/cost-controller-148116,"posted 2026-08-10; deadline 2026-09-10; current exact source snapshot; browser check required","Month-end reporting, financial data analysis, cost allocation, inventory controls, Procurement/Logistics coordination and advanced Excel create a strong finance-controls bridge","Direct cost-accounting depth, 1C/Dynamics and 4-5 years specific cost-control/accounting scope are broader than current AP focus"
C124,ADJACENT,78,24,14,10,15,8,7,B,TOOL_SNAPSHOT,OBA Market,BI & SQL Reporting Specialist (Lead),Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/oba-marketler-shebekesi-bi-sql-reporting-specialist-lead-147220,"current JobSearch snapshot; deadline 2026-09-12; browser check required","Business requirements, dashboards, reporting, data quality/governance and advanced Excel/process discipline transfer well from reporting and master-data work","High SQL plus Power BI/Tableau and 2-3 years formal BI/Data Analytics are substantial technical gaps"
C125,STRETCH,78,27,12,10,15,4,10,B,TOOL_SNAPSHOT,Think Wise Business Consulting,Chief Accountant,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://classic.jobsearch.az/vacancies/twc-management-consulting-bas-muhasib-148416,"current JobSearch snapshot; deadline 2026-09-13; browser check required","AP/AR, reconciliations, cash flow, ERP, budgeting, management reporting, controls and process improvement overlap strongly with finance-operations experience","Chief-accountant ownership, full statements/tax, Logo Tiger, manufacturing costing and 6-day workweek are major gaps/risks"
C126,ADJACENT,84,27,17,10,15,7,8,A,TOOL_SNAPSHOT,Rəvan Commers MMC,Maliyyə meneceri,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://classic.jobsearch.az/vacancies/revan-commers-mmc-maliyye-meneceri-148514,"fresh repost; deadline 2026-09-14; detailed duties confirmed by matching recent posting; browser check required","Financial reporting, cost-efficiency analysis, approval/control gap identification, AR/AP risk oversight, bank coordination and supplier reporting align very closely with finance-operations strengths","Formal finance-manager/FMCG scope, local finance law and broader management reporting ownership are the main gaps"
C127,ADJACENT,82,24,17,10,15,8,8,B,TOOL_SNAPSHOT,Bank of Baku OJSC,Performans dəyərləndirmə bölməsinin eksperti,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,Unknown,EXACT,https://az.linkedin.com/jobs/view/performans-d%C9%99y%C9%99rl%C9%99ndirm%C9%99-b%C3%B6lm%C9%99sinin-eksperti-at-bank-of-baku-ojsc-4426845172,"exact LinkedIn page shows Apply and 2 days old; browser check required","KPI collection/analysis, database coordination, dynamic Excel dashboards, process tracking and cross-functional follow-up match reporting and process strengths","HR performance-management domain is new and compensation is unpublished"
C128,ADJACENT,84,27,17,10,15,7,8,B,TOOL_SNAPSHOT,"AzerGold CJSC","Mütəxəssis / Satınalmalar və təchizat zəncirinin idarəolunması şöbəsi / Satınalmalar sektoru",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Internal grading / competitive benefits",EXACT,https://az.linkedin.com/jobs/view/m%C3%BCt%C9%99x%C9%99ssis-sat%C4%B1nalmalar-v%C9%99-t%C9%99chizat-z%C9%99ncirinin-idar%C9%99olunmas%C4%B1-%C5%9F%C3%B6b%C9%99si-sat%C4%B1nalmalar-sektoru-at-azergold-%E2%80%8B-cjsc-4418777929,"current Azerbaijan LinkedIn procurement index resurfaced role on 2026-08-21; exact role content available; browser check required","Supplier database, tender/quotation work, contract follow-up, procurement reporting, document controls and vendor coordination map strongly to P2P/vendor experience","Direct state-procurement law, tender execution, 1C 8.3 and sourcing/negotiation ownership are the main gaps"
C129,ADJACENT,81,24,14,11,15,8,9,B,TOOL_SNAPSHOT,"AzerGold CJSC","Aparıcı mütəxəssis / Maliyyə planlaşdırılması və investisiya layihələrinin qiymətləndirilməsi sektoru",Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Internal grading / competitive benefits",EXACT,https://az.linkedin.com/jobs/view/apar%C4%B1c%C4%B1-m%C3%BCt%C9%99x%C9%99ssis-maliyy%C9%99-%C5%9F%C3%B6b%C9%99si-maliyy%C9%99-planla%C5%9Fd%C4%B1r%C4%B1lmas%C4%B1-v%C9%99-investisiya-layih%C9%99l%C9%99rinin-qiym%C9%99tl%C9%99ndirilm%C9%99si-sektoru-at-azergold-%E2%80%8B-cjsc-4435950793,"exact LinkedIn page shows Apply and was posted about 5 days ago; browser check required","Advanced Excel dashboards, plan-vs-actual reporting, management-report optimization, BI migration coordination and large-data analysis fit automation/reporting strengths","ACCA F2/F3 minimum, fluent English, DCF/corporate-finance modeling and investment-evaluation depth are significant gaps"
C130,ADJACENT,82,24,14,10,15,9,10,B,TOOL_SNAPSHOT,Eqvilent,Analyst (FP&A),Remote,Remote,REMOTE_WORLDWIDE,UNKNOWN,Unknown,EXACT,https://job-boards.greenhouse.io/eqvilentjobs/jobs/4844233101,"Greenhouse page currently exposes Apply; tool crawl ~3 months old; browser check required","Financial-data reconciliations, workflow automation, process mapping, reporting and finance-team improvement fit the profile unusually well; role is explicitly remote from anywhere","Python/Pandas, exchange/trading mechanics and fluent English are meaningful gaps; compensation unpublished"
C131,ADJACENT,81,25,18,8,15,8,7,B,TOOL_SNAPSHOT,Unibank ASC,Bank proseslərinə dəstək Şöbəsinin kiçik Mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/bank-proseslerine-destek-sobesinin-kicik-mutexessisi-228218913,"published 2026-08-10; deadline 2026-09-10; current active listing; browser check required","Recurring system processes, issue investigation, application support, payment-problem analysis and operational-day close map strongly to ERP/process-support and exception-handling strengths","Junior title may create compensation risk; SQL (Oracle) basics and direct bank-system support are gaps"
C132,ADJACENT,79,22,16,10,15,8,8,B,TOOL_SNAPSHOT,Xalq Bank,Korporativ Satış İdarəsinin Satışa dəstək şöbəsinin mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/korporativ-satis-idaresinin-satisa-destek-sobesinin-mutexessisi-3408518606,"published 2026-08-14; deadline 2026-09-14; current active listing; browser check required","Client/partner analysis, reporting, product/service support, financial-statement analysis and structured follow-up transfer well from finance operations and stakeholder work","Direct sales ownership, customer acquisition and corporate-banking product depth are new"
C133,ADJACENT,73,21,13,10,15,6,8,C,TOOL_SNAPSHOT,Bank Respublika ASC,Monitorinq şöbəsinin kiçik mütəxəssisi / mütəxəssisi,Baku Azerbaijan,On-site/travel,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://jobu.az/job/bank-respublika-monitorinq-sobesinin-kicik-mutexessisi-mutexessisi/,"published 2026-08-13; deadline 2026-09-13; browser check required","Report-based monitoring, anomaly/risk detection, control findings, remediation recommendations and Excel analysis transfer from reconciliations, controls and audit-support work","Mandatory prior lending/credit experience and branch travel are significant gaps"
C134,STRETCH,72,20,10,11,15,6,10,C,TOOL_SNAPSHOT,Kapital Bank,Tribe Performance Lead (Scrum master),Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/tribe-performance-lead-scrum-master-8072,"published 2026-08-14; deadline 2026-09-04; current active listing; browser check required","Process improvement, cross-functional coordination, KPI ownership, workflow discipline, problem solving and change facilitation provide a plausible operations-to-delivery bridge","Requires 2-3 years formal Scrum Master/Agile Coach/IT PM experience plus Scrum/Kanban practice and PSM/PSPO credentials"
C135,STRETCH,75,20,11,10,15,9,10,B,TOOL_SNAPSHOT,Eqvilent,Analyst (Exchanges),Remote,Remote,REMOTE_WORLDWIDE,UNKNOWN,Unknown,EXACT,https://job-boards.greenhouse.io/eqvilentjobs/jobs/4826475101,"Greenhouse exact page currently exposes Apply; crawled last week; browser check required","Structured research, multi-source data organization, reporting, external-counterparty coordination and finance-domain analytical work transfer; role is remote from anywhere","Python, exchange mechanics/market knowledge and fluent English are substantial domain/technical gaps"
C136,ADJACENT,76,22,17,8,15,8,6,B,TOOL_SNAPSHOT,ABB,Aparatın işinin təşkili və icrasına nəzarət şöbəsinin kiçik mütəxəssisi,Baku Azerbaijan,On-site,LOCAL_AZ,UNKNOWN,"Agreement-based",EXACT,https://www.hellojob.az/vakansiya/aparatin-isinin-teskili-ve-icrasina-nezaret-sobesinin-kicik-mutexessisi-5200,"published 2026-08-14; deadline 2026-09-13; current active listing; browser check required","Governance documentation, meeting/decision tracking, cross-department coordination, records control and strong MS Office transfer from disciplined multinational finance operations","Junior-title pay risk; executive-governance/committee-secretariat work is a new functional domain"
